"4189110-NGRAMS1.txt","Moviegoers' Experiences and Interpretations of Brands in Films Revisited"
"20460863-NGRAMS1.txt","Desperately Seeking Advertising Creativity: Engaging an Imaginative \"3ps\" Research Agenda"
"4189310-NGRAMS1.txt","Harmonious Regional Advertising Regulation?: A Comparative Examination of Government Advertising Regulation in China, Hong Kong, and Taiwan"
"20460783-NGRAMS1.txt","Consumer Responses to Corporate Social Responsibility (CSR) Initiatives: Examining the Role of Brand-Cause Fit in Cause-Related Marketing"
"4189160-NGRAMS1.txt","Product Placements in Movies: A Cross-Cultural Analysis of Austrian, French and American Consumers' Attitudes toward This Emerging, International Promotional Medium"
"4189025-NGRAMS1.txt","Does Advertising Clutter Have Diminishing and Negative Returns?"
"4189002-NGRAMS1.txt","Music and Lyrics in Commercials: A Cross-Cultural Comparison between Commercials Run in the Dominican Republic and in the United States"
"20460803-NGRAMS1.txt","Understanding the Impact of Direct-to-Consumer (DTC) Pharmaceutical Advertising on Patient-Physician Interactions Adding the Web to the Mix"
"27749635-NGRAMS1.txt","A Dual-Process Model of Interactivity Effects"
"4189058-NGRAMS1.txt","A Model of Product Discourse: Linking Consumer Practice to Cultural Texts"
"20460831-NGRAMS1.txt","Evaluation of Internet Advertising Research: A Bibliometric Analysis of Citations from Key Sources"
"4189060-NGRAMS1.txt","Endorsers in Advertising: The Case of Negative Celebrity Information"
"4189184-NGRAMS1.txt","Memory-Based Measures for Assessing Advertising Effects: A Comparison of Explicit and Implicit Memory Effects"
"4188994-NGRAMS1.txt","How French Advertising Professionals Develop Creative Strategy"
"20460714-NGRAMS1.txt","A Year in the Life of the African-American Male in Advertising: A Content Analysis"
"27749648-NGRAMS1.txt","Agency Practitioner Theories of How Advertising Works"
"4189048-NGRAMS1.txt","Services Advertising: An Overview and Summary of Research, 1980-1995"
"4189123-NGRAMS1.txt","When Can Affective Conditioning and Mere Exposure Directly Influence Brand Choice?"
"20460796-NGRAMS1.txt","Determinants of Brand Advertising Efficiency: Evidence from the German Car Market"
"20460812-NGRAMS1.txt","The Effects of Dual-Task Processing on Consumers' Responses to High- and Low-Imagery Radio Advertisements"
"4189117-NGRAMS1.txt","Advertising Agency Compensation: An Agency Theory Explanation"
"20460818-NGRAMS1.txt","Psychophysiological and Memory Effects of Negative Political Ads: Aversive, Arousing, and Well Remembered"
"20460713-NGRAMS1.txt","\"Come on down\": How Consumers View Game Shows and the Products Placed in Them"
"27749647-NGRAMS1.txt","Comparison of the Paths from Consumer Involvement Types to Ad Responses between Corporate Advertising and Product Advertising"
"27749651-NGRAMS1.txt","Positive Mood and Susceptibility to False Advertising"
"4189068-NGRAMS1.txt","Top-Level Agency Creatives Look at Advertising Creativity Then and Now"
"4189248-NGRAMS1.txt","The Interplay of Product Class Knowledge and Trial Experience in Attitude Formation"
"4189157-NGRAMS1.txt","Communication Strategies for Brand Extensions: Enhancing Perceived Fit by Establishing Explanatory Links"
"4189159-NGRAMS1.txt","Negative Comparative Advertising: Evidence Favoring Fine-Tuning"
"27749660-NGRAMS1.txt","Consumer Privacy Concerns and Preference for Degree of Regulatory Control: A Study of Mobile Advertising in Japan"
"27749637-NGRAMS1.txt","Measuring Trust in Advertising: Development and Validation of the ADTRUST Scale"
"20460760-NGRAMS1.txt","Different Positive Feelings Leading to Different Ad Evaluations: The Case of Coziness, Excitement, and Romance"
"20460881-NGRAMS1.txt","\"Being Hooked\" by Editorial Content: The Implications for Processing Narrative Advertising"
"20460716-NGRAMS1.txt","Varying the Content of Job Advertisements: The Effects of Message Specificity"
"20460743-NGRAMS1.txt","An Analysis of Endorsement Effects in Affinity Marketing: The Case for Affinity Credit Cards"
"4189296-NGRAMS1.txt","Sociolinguistic Effects on Code-Switched Ads Targeting Bilingual Consumers"
"20460742-NGRAMS1.txt","Do Marketers Get the Advertising They Need or the Advertising They Deserve?: Agency Views of How Clients Influence Creativity"
"4189109-NGRAMS1.txt","Assessing the Quality Ranking of the \"Journal of Advertising\", 1986-1997"
"20460815-NGRAMS1.txt","Effects of Product Placement in On-Line Games on Brand Memory: A Perspective of the Limited-Capacity Model of Attention"
"4189050-NGRAMS1.txt","Communicating Experiences: A Narrative Approach to Creating Service Brand Image"
"4189318-NGRAMS1.txt","Performance Auditing of Integrated Marketing Communication (IMC) Actions and Outcomes"
"4189307-NGRAMS1.txt","Effects of Interactivity in a Web Site: The Moderating Effect of Need for Cognition"
"20460856-NGRAMS1.txt","A Ten-Year Retrospective of Advertising Research Productivity, 1997-2006"
"27749639-NGRAMS1.txt","Long Live Creative Media Choice: The Medium as a Persistent Brand Cue"
"20460772-NGRAMS1.txt","The Power of Affective Response and Cognitive Structure in Product-Trial Attitude Formation"
"20460880-NGRAMS1.txt","Product Category Effects on External Search for Prescription and Nonprescription Drugs"
"4189016-NGRAMS1.txt","Man to Man: A Content Analysis of Sole-Male Images in Male-Audience Magazines"
"4189215-NGRAMS1.txt","Oracles on \"Advertising\": Searching for a Definition"
"4189254-NGRAMS1.txt","How Advertising Practitioners View Ethics: Moral Muteness, Moral Myopia, and Moral Imagination"
"4189114-NGRAMS1.txt","The Influence of Consumer Socialization Variables on Attitude toward Advertising: A Comparison of African-Americans and Caucasians"
"27749646-NGRAMS1.txt","Repetition Variation Strategies for Narrative Advertising"
"27749663-NGRAMS1.txt","If It's Legal, Is It Acceptable? Consumer Reactions to Online Covert Marketing"
"4622167-NGRAMS1.txt","Food for Health: The Use of Nutrient Content, Health, and Structure/Function Claims in Food Advertisements"
"4189024-NGRAMS1.txt","The Effects of Negative Comparative Political Advertising on Candidate Evaluations and Advertising Evaluations: An Exploration"
"20460761-NGRAMS1.txt","The Effectiveness of \"In-Game\" Advertising: Comparing College Students' Explicit and Implicit Memory for Brand Names"
"20460810-NGRAMS1.txt","A Data-Overlay Approach to Synthesizing Single-Source Data"
"4622160-NGRAMS1.txt","Party Bias in Political-Advertising Processing: Results from an Experiment Involving the 1998 Taipei Mayoral Election"
"4189072-NGRAMS1.txt","Advertising Sex-Typed Services: The Effects of Sex, Service Type, and Employee Type on Consumer Attitudes"
"4189177-NGRAMS1.txt","Exploring Managers' Perceptions of the Impact of Sponsorship on Brand Equity"
"20460757-NGRAMS1.txt","Examining the Influence of Telepresence on Spectator and Player Processing of Real and Fictitious Brands in a Computer Game"
"20460855-NGRAMS1.txt","Could Placing Ads Wrong Be Right? Advertising Effects of Thematic Incongruence"
"4189273-NGRAMS1.txt","How and When Advertising Can Influence Memory for Consumer Experience"
"20460839-NGRAMS1.txt","The Effect of Cigarette Advertising Bans on Consumption: A Meta-Analysis"
"4189195-NGRAMS1.txt","Third-Party Organization Endorsement of Products: An Advertising Cue Affecting Consumer Prepurchase Evaluation of Goods and Services"
"20460869-NGRAMS1.txt","Creativity and Memory Effects: Recall, Recognition, and an Exploration of Nontraditional Media"
"4189088-NGRAMS1.txt","The Effect of Consumer Prejudices on Ad Processing: Heterosexual Consumers' Responses to Homosexual Imagery in Ads"
"4189214-NGRAMS1.txt","Media Context and Advertising Effectiveness: The Role of Context Appreciation and Context/Ad Similarity"
"4189316-NGRAMS1.txt","The Relationship between Integrated Marketing Communication, Market Orientation, and Brand Orientation"
"20460774-NGRAMS1.txt","The Effects of Program Involvement on Commercial Exposure and Recall in a Naturalistic Setting"
"20460782-NGRAMS1.txt","The Effects of Warning-Label Placement in Print Ads: A Social Contract Perspective"
"4189289-NGRAMS1.txt","Contributions to International Advertising Research: An Assessment of the Literature between 1990 and 2002"
"4189300-NGRAMS1.txt","Cross-Cultural Comparisons of Interactivity on Corporate Web Sites: The United States, the United Kingdom, Japan, and South Korea"
"20460766-NGRAMS1.txt","Understanding the Role of Idiosyncratic Thinking in Brand Attitude Formation: The Dual Interference Model"
"20460738-NGRAMS1.txt","Advertising Standardization's Positive Impact on the Bottom Line: A Model of When and How Standardization Improves Financial and Strategic Performance"
"20460833-NGRAMS1.txt","Responsibility and Brand Advertising in the Alcoholic Beverage Market: The Modeling of Normative Drinking Behavior"
"20460728-NGRAMS1.txt","Progressive Yet Traditional: The Portrayal of Women Compared to That of Men in E-Commerce Magazine Advertisements"
"20460785-NGRAMS1.txt","The Effects of Playing an Advergame on Young Children's Perceptions, Preferences, and Requests"
"20460824-NGRAMS1.txt","Projecting Authenticity through Advertising: Consumer Judgments of Advertisers' Claims"
"4189018-NGRAMS1.txt","Adolescent Processing of Social and Physical Threat Communications"
"4189263-NGRAMS1.txt","Using Animated Spokes-Characters in Advertising to Young Children: Does Increasing Attention to Advertising Necessarily Lead to Product Preference?"
"4189279-NGRAMS1.txt","Why Do People Avoid Advertising on the Internet?"
"20460759-NGRAMS1.txt","Responses to Humorous Ads: Does Audience Involvement Matter?"
"20460844-NGRAMS1.txt","What's Funny and What's Not: The Moderating Role of Cultural Orientation in Ad Humor"
"4189026-NGRAMS1.txt","Why Media Matter: Toward a Richer Understanding of Consumers' Relationships with Advertising and Mass Media"
"4189176-NGRAMS1.txt","Understanding the Mental Representations Created by Comparative Advertising"
"4189194-NGRAMS1.txt","The \"Risky Business\" of Binge Drinking among College Students: Using Risk Models for PSAs and Anti-Drinking Campaigns"
"20460715-NGRAMS1.txt","Dimensional Relationships of Recall and Recognition Measures with Selected Cognitive and Affective Aspects of Print Ads"
"4189211-NGRAMS1.txt","Brand Familiarity and Invoice Price Effects on Consumer Evaluations: The Moderating Role of Skepticism toward Advertising"
"4189298-NGRAMS1.txt","Banner Advertiser-Web Site Context Congruity and Color Effects on Attention and Attitudes"
"4188996-NGRAMS1.txt","Something Old, Something New: Exploring the Interaction between Ritual and Advertising"
"4189102-NGRAMS1.txt","Noticing Cultural Differences: Ad Meanings Created by Target and Non-Target Markets"
"4189138-NGRAMS1.txt","The Effects of Incongruity, Surprise and Positive Moderators on Perceived Humor in Television Advertising"
"27749656-NGRAMS1.txt","The Advertising Regulation and Self-Regulation Issues Ripped from the Headlines with (Sometimes Missed) Opportunities for Disciplined Multidisciplinary Research"
"27749657-NGRAMS1.txt","\"Regulating Sin\" across Cultures: A Comparison of Alcohol Ads in Ukrainian and American Magazines"
"20460795-NGRAMS1.txt","Vigilante Marketing and Consumer-Created Communications"
"4189091-NGRAMS1.txt","Disciplinary Impact of Advertising Scholars: Temporal Comparisons of Influential Authors, Works and Research Networks"
"20460773-NGRAMS1.txt","The Effects of Information Sources on Consumer Reactions to Direct-to-Consumer (DTC) Prescription Drug Advertising: A Consumer Socialization Approach"
"20460843-NGRAMS1.txt","Consumer Responses toward Sexual and Nonsexual Appeals: The Influence of Involvement, Need for Cognition (NFC), and Gender"
"4189180-NGRAMS1.txt","Signaling Quality and Credibility in Yellow Pages Advertising: The Influence of Color and Graphics on Choice"
"4622177-NGRAMS1.txt","Compounding Consumer Interest: Effects of Advertising Campaign Publicity on the Ability to Recall Subsequent Advertisements"
"20460871-NGRAMS1.txt","The Effect of Agency Creativity on Campaign Outcomes: The Moderating Role of Market Conditions"
"27749645-NGRAMS1.txt","Commercials as Context for Other Commercials: Threat or Opportunity?"
"4189092-NGRAMS1.txt","The Influence of Family Communication Patterns on Parental Reactions toward Advertising: A Cross-National Examination"
"4189121-NGRAMS1.txt","The Message Is in the Metaphor: Assessing the Comprehension of Metaphors in Advertisements"
"20460825-NGRAMS1.txt","The Pursuit of Self-Regulatory Goals: How Counterfactual Thinking Influences Advertising Persuasiveness"
"4189090-NGRAMS1.txt","The Effects of Affective Responses to Media Context on Advertising Evaluations"
"4189225-NGRAMS1.txt","Impact of 3-D Advertising on Product Knowledge, Brand Attitude, and Purchase Intention: The Mediating Role of Presence"
"4189207-NGRAMS1.txt","Cognitive Responses to Negative and Comparative Political Advertising"
"4189237-NGRAMS1.txt","What Is Interactivity and Is It Always Such a Good Thing? Implications of Definition, Person, and Situation for the Influence of Interactivity on Advertising Effectiveness"
"4189244-NGRAMS1.txt","Congruence Effects in Sponsorship: The Mediating Role of Sponsor Credibility and Consumer Attributions of Sponsor Motive"
"4189255-NGRAMS1.txt","Spokes-Characters: Creating Character Trust and Positive Brand Attitudes"
"4189306-NGRAMS1.txt","Transforming Consumer Experience: When Timing Matters"
"4189166-NGRAMS1.txt","Is Beauty Best? Highly versus Normally Attractive Models in Advertising"
"4622164-NGRAMS1.txt","The Relation between Brand-Name Linguistic Characteristics and Brand-Name Memory"
"4189299-NGRAMS1.txt","Lessons from the Rich and Famous: A Cross-Cultural Comparison of Celebrity Endorsement in Advertising"
"20460767-NGRAMS1.txt","The Relative Effectiveness of Comparative and Noncomparative Advertising: Evidence for Gender Differences in Information-Processing Strategies"
"4188999-NGRAMS1.txt","The Information Content of Advertising: A Meta-Analysis"
"20460768-NGRAMS1.txt","Comparing the Application of Integrated Marketing Communication (IMC) in Magazine Ads across Product Type and Time"
"20460786-NGRAMS1.txt","Commercial Media Literacy: What Does It Do, to Whom: And Does It Matter?"
"20460800-NGRAMS1.txt","The Moderating Effects of Expectation on the Patterns of the Interactivity-Attitude Relationship"
"20460819-NGRAMS1.txt","An Exploratory Investigation of Consumers' Perceptions of Wireless Advertising"
"4189049-NGRAMS1.txt","A Comparison of Advertising Content: Business to Business versus Consumer Services"
"4189283-NGRAMS1.txt","Moving International Advertising Research Forward: A New Research Agenda"
"20460832-NGRAMS1.txt","\"The Hidden Persuaders\": Then and Now"
"4189257-NGRAMS1.txt","Assessing the Long-Term Impact of a Consistent Advertising Campaign on Consumer Memory"
"4189140-NGRAMS1.txt","Manipulating Ad Message Involvement through Information Expectancy: Effects on Attitude Evaluation and Confidence"
"20460727-NGRAMS1.txt","The Influence of Home Page Complexity on Consumer Attention, Attitudes, and Purchase Intent"
"4188995-NGRAMS1.txt","Responses to Humorous Advertising: The Moderating Effect of Need for Cognition"
"4189059-NGRAMS1.txt","A Prophet of Modern Advertising: Germany's Karl Knies"
"4189087-NGRAMS1.txt","The \"Journal of Advertising\": Twenty-Five Years and Beyond"
"4189089-NGRAMS1.txt","Does It Matter If It Smells? Olfactory Stimuli as Advertising Executional Cues"
"4189238-NGRAMS1.txt","Peer Evaluation and Readership of Influential Contributions to the Advertising Literature"
"20460784-NGRAMS1.txt","The Use of Humor to Mask Deceptive Advertising: It's No Laughing Matter"
"20460854-NGRAMS1.txt","State of the Art and Science in Sponsorship-Linked Marketing"
"4189167-NGRAMS1.txt","The Effects of Sexual Social Marketing Appeals on Cognitive Processing and Persuasion"
"4189246-NGRAMS1.txt","The Influence of Virtual Direct Experience (VDE) on On-Line Ad Message Effectiveness"
"20460731-NGRAMS1.txt","Effectiveness of Advertising in Different Media: The Case of U.S. Army Recruiting"
"20460814-NGRAMS1.txt","I Spy a Sponsor: The Effects of Sponsorship Level, Prominence, Relatedness, and Cueing on Recall Accuracy"
"4189151-NGRAMS1.txt","The Impact of Corporate Credibility and Celebrity Credibility on Consumer Reaction to Advertisements and Brands"
"20460884-NGRAMS1.txt","The Effect of Advertising Appeals in Activating Self-Construals: A Case of Bicultural Chinese Generation X Consumers"
"4189222-NGRAMS1.txt","Managing the Power of Curiosity for Effective Web Advertising Strategies"
"4189311-NGRAMS1.txt","The Medium as a Contextual Cue: Effects of Creative Media Choice"
"20460887-NGRAMS1.txt","I Want to Buy the Advertised Product Only! An Examination of the Effects of Additional Product Offers on Consumer Irritation in a Cross-Promotion Context"
"4189033-NGRAMS1.txt","Asian-Americans: Television Advertising and the \"Model Minority\" Stereotype"
"4189171-NGRAMS1.txt","Time Pressure and Information in Sales Promotion Strategy: Conceptual Framework and Content Analysis"
"4189242-NGRAMS1.txt","Arousal, Memory, and Impression-Formation Effects of Animation Speed in Web Advertising"
"4189267-NGRAMS1.txt","Chinese Consumer Readings of Global and Local Advertising Appeals"
"4189107-NGRAMS1.txt","Understanding the \"Social Gifts\" of Drinking Rituals: An Alternative Framework for PSA Developers"
"4622178-NGRAMS1.txt","A Content Analysis of Direct-to-Consumer (DTC) Prescription Drug Web Sites"
"4189003-NGRAMS1.txt","Increasing Brand Name Recall in Print Advertising among Asian Consumers"
"4189132-NGRAMS1.txt","Narrative Music in Congruent and Incongruent TV Advertising"
"4622158-NGRAMS1.txt","On the Use of Time Expressions in Promoting Product Benefits: The Metaphoric and the Literal"
"20460711-NGRAMS1.txt","Relationships among Ad-Induced Affect, Beliefs, and Attitudes: Another Look"
"20460820-NGRAMS1.txt","Harlow Gale and the Origins of the Psychology of Advertising"
"4189124-NGRAMS1.txt","Building Brand Image through Event Sponsorship: The Role of Image Transfer"
"4189133-NGRAMS1.txt","Effects of Absurdity in Advertising: The Moderating Role of Product Category Attitude and the Mediating Role of Cognitive Responses"
"4189224-NGRAMS1.txt","Measures of Perceived Interactivity: An Exploration of the Role of Direction of Communication, User Control, and Time in Shaping Perceptions of Interactivity"
"4189319-NGRAMS1.txt","An Empirical Investigation of the Interaction between Publicity, Advertising, and Previous Brand Attitudes and Knowledge"
"4622159-NGRAMS1.txt","Long-Term Effects of Television Advertising on Sales of Consumer Durables and Nondurables: The Case of China"
"20460841-NGRAMS1.txt","Advertising Repetition and Placement Issues in On-Line Environments"
"4189179-NGRAMS1.txt","Organizational Buying and Advertising Agency-Client Relationships in China"
"4189284-NGRAMS1.txt","An Alternate Approach to Assessing Cross-Cultural Measurement Equivalence in Advertising Research"
"4622149-NGRAMS1.txt","Exploring Collective Memories Associated with African-American Advertising Memorabilia: The Good, the Bad, and the Ugly"
"20460813-NGRAMS1.txt","Exploring the Dimensions of Proactivity within Advertising Agency-Client Relationships"
"20460793-NGRAMS1.txt","The Effects of Media Context Experiences on Advertising Effectiveness"
"20460886-NGRAMS1.txt","Corporate Social Responsibility (CSR) Disclosure of Advertising Agencies: An Exploratory Analysis of Six Holding Companies' Annual Reports"
"4189001-NGRAMS1.txt","Affect Intensity and the Consumer's Attitude toward High Impact Emotional Advertising Appeals"
"4189106-NGRAMS1.txt","Moderating Effects of Need for Cognition on Responses to Positively versus Negatively Framed Advertising Messages"
"20460739-NGRAMS1.txt","Insights from a \"Failed\" Experiment: Directions for Pluralistic, Multiethnic Advertising Research"
"20460781-NGRAMS1.txt","Truths, Half-Truths, and Deception: Perceived Social Responsibility and Intent to Donate for a Nonprofit Using Implicature, Truth, and Duplicity in Print Advertising"
"27749634-NGRAMS1.txt","Community Stakeholder Responses to Advocacy Advertising:"
"27749636-NGRAMS1.txt","How Product Trial Alters the Effects of Model Attractiveness: An Adapted Etic Approach in Romania"
"4189042-NGRAMS1.txt","Predictors of Advertising Avoidance in Print and Broadcast Media"
"4189122-NGRAMS1.txt","The Sleeper Effect and Negative Political Advertising"
"4189172-NGRAMS1.txt","Advertising Agency Philosophies and Employee Risk Taking"
"4189027-NGRAMS1.txt","Consumer Eye Movement Patterns on Yellow Pages Advertising"
"4189308-NGRAMS1.txt","Recall and Persuasion: Does Creative Advertising Matter?"
"20460755-NGRAMS1.txt","A Further Assessment of Indirect Comparative Advertising Claims of Superiority over All Competitors"
"4189030-NGRAMS1.txt","Large-Agency Media Specialists' Opinions on Newspaper Advertising for National Accounts"
"4189070-NGRAMS1.txt","Beefcake and Cheesecake: Insights for Advertisers"
"4189075-NGRAMS1.txt","A Cross-Country Investigation of Recall of and Attitude toward Comparative Advertising"
"4189150-NGRAMS1.txt","Are Some Comparative Nutrition Claims Misleading? The Role of Nutrition Knowledge, Ad Claim Type and Disclosure Conditions"
"4189245-NGRAMS1.txt","The Role of Disgust as an Emotional Mediator of Advertising Effects"
"20460754-NGRAMS1.txt","Interactivity and Its Facets Revisited: Theory and Empirical Test"
"4189038-NGRAMS1.txt","Fine Print in Television Advertising: Views from the Top"
"4189169-NGRAMS1.txt","Effective Consumer Protection or Benign Neglect? A Model of Television Infomercial Clearance"
"4189236-NGRAMS1.txt","Consumer Response to a Firm's Endorser (Dis)Association Decisions"
"4189322-NGRAMS1.txt","The Legal Challenge of Integrated Marketing Communication (IMC): Integrating Commercial and Political Speech"
"20460712-NGRAMS1.txt","The Function of Format: Consumer Responses to Six On-Line Advertising Formats"
"20460756-NGRAMS1.txt","Product Placement: How Brands Appear on Television"
"20460799-NGRAMS1.txt","Identification Effects on Advertising Response: The Moderating Role of Involvement"
"20460851-NGRAMS1.txt","Affective Responses to Images in Print Advertising: Affect Integration in a Simultaneous Presentation Context"
"4189023-NGRAMS1.txt","The Impact of Information Level on the Effectiveness of U.S. and Korean Television Commercials"
"4622175-NGRAMS1.txt","Ad Schema Incongruity as Elicitor of Ethnic Self-Awareness and Differential Advertising Response"
"20460794-NGRAMS1.txt","1900-2000 in Review: The Shifting Role and Face of Animals in Print Advertisements in the Twentieth Century"
"20460829-NGRAMS1.txt","Goal Orientation and Comparative Valence in Persuasion"
"4189204-NGRAMS1.txt","An Exploration of the Effects of Negative Political Advertising on Political Decision Making"
"4189234-NGRAMS1.txt","Understanding Program-Induced Mood Effects: Decoupling Arousal from Valence"
"20460797-NGRAMS1.txt","Diagnostic Advertising Content and Individual Differences: Testing a Resource-Matching Perspective with a Taiwanese Sample"
"4189153-NGRAMS1.txt","A Content Analysis of Magazine Advertisements from the United States and the Arab World"
"20460826-NGRAMS1.txt","Effects of Susceptibility to Normative Influence and Type of Testimonial on Attitudes toward Print Advertising"
"27749632-NGRAMS1.txt","Winning Ways: Immediate and Long-Term Effects of Sponsorship on Perceptions of Brand Quality and Corporate Image"
"4189148-NGRAMS1.txt","The Match-up Hypothesis: Physical Attractiveness, Expertise, and the Role of Fit on Brand Attitude, Purchase Intent and Brand Beliefs"
"20460752-NGRAMS1.txt","The Power of Numbers: Investigating the Impact of Event Roster Size in Consumer Response to Sponsorship"
"4189116-NGRAMS1.txt","Flaming, Complaining, Abstaining: How Online Users Respond to Privacy Concerns"
"4189264-NGRAMS1.txt","The Power of Reflection: An Empirical Examination of Nostalgia Advertising Effects"
"4189278-NGRAMS1.txt","The Effectiveness of Comparative Advertising in Korea and the United States: A Cross-Cultural and Individual-Level Analysis"
"20460771-NGRAMS1.txt","Simply Captivating: Understanding Consumers' Attitudes toward the Cinema as an Advertising Medium"
"4189142-NGRAMS1.txt","The Effectiveness of Information and Color in Yellow Pages Advertising"
"4189228-NGRAMS1.txt","Forced Exposure and Psychological Reactance: Antecedents and Consequences of the Perceived Intrusiveness of Pop-up Ads"
"4189305-NGRAMS1.txt","Ad Skepticism: The Consequences of Disbelief"
"20460726-NGRAMS1.txt","Effects of Comparative Advertising in High- and Low-Cognitive Elaboration Conditions"
"20460870-NGRAMS1.txt","From Performance to Mastery: Development Models of the Creative Process"
"20460882-NGRAMS1.txt","Is On-Line Health Promotion Culture-Bound? Cultural Characteristics Manifested in U.S. and South Korean Antismoking Web Sites"
"20460828-NGRAMS1.txt","Airport Advertising Effectiveness: An Exploratory Field Study"
"20460857-NGRAMS1.txt","It's Not Your Father's Magazine Ad: Magnitude and Direction of Recent Changes in Advertising Style"
"4189065-NGRAMS1.txt","Social Criticism of Advertising: On the Role of Literary Theory and the Use of Data"
"4189073-NGRAMS1.txt","Effects of Metaphors on Children's Comprehension and Perception of Print Advertisements"
"4189130-NGRAMS1.txt","An Empirical Test of an Updated Relevance-Accessibility Model of Advertising Effectiveness"
"20460753-NGRAMS1.txt","Use and Effectiveness of Billboards: Perspectives from Selective-Perception Theory and Retail-Gravity Models"
"4622182-NGRAMS1.txt","Consumer Perception of Corporate Donations: Effects of Company Reputation for Social Responsibility and Type of Donation"
"4189010-NGRAMS1.txt","Matching Advertising Appeals to Culture: The Influence of Products' Use Conditions"
"4189286-NGRAMS1.txt","Improving Media Decisions in China: A Targetability and Cost-Benefit Analysis"
"4622151-NGRAMS1.txt","World War II Poster Campaigns: Preaching Frugality to American Consumers"
"20460779-NGRAMS1.txt","A Multiple Stakeholder Perspective on Responsibility in Advertising"
"20460741-NGRAMS1.txt","The Impact of Program Context on Motivational System Activation and Subsequent Effects on Processing a Fear Appeal"
"20460872-NGRAMS1.txt","Finding the Keys to Creativity in Ad Agencies: Using Climate, Dispersion, and Size to Examine Award Performance"
"4189175-NGRAMS1.txt","The Role of Myth in Creative Advertising Design: Theory, Process and Outcome"
"27749658-NGRAMS1.txt","The Use of Dead Celebrities in Advertising and Marketing: Balancing Interests in the Right of Publicity"
"4189009-NGRAMS1.txt","Tangibility in Services Advertising: An Investigation of Verbal versus Visual Cues"
"4622157-NGRAMS1.txt","And Now, A Word from our Sponsor: A Look at the Effects of Sponsored Content and Banner Advertising"
"4189011-NGRAMS1.txt","Assessing the Media Habits and Needs of the Mobility-Disabled Consumer"
"4189041-NGRAMS1.txt","There Are Threats and (Maybe) Fear-Caused Arousal: Theory and Confusions of Appeals to Fear and Fear Arousal Itself"
"4189062-NGRAMS1.txt","Exploring Life Themes and Myths in Alcohol Advertisements through a Meaning-Based Model of Advertising Experiences"
